country	field	tok	kind	p
INDIA	name	tredars	generic_business	0.93
INDIA	name	motars	generic_business	0.93
INDIA	addr	pratap	distinctive	0.93
INDIA	addr	nariman	distinctive	0.93
INDIA	addr	siliguri	city_or_town	0.93
FRANCE	name	labo	generic_business	0.93
INDIA	name	paoyaar	distinctive	0.93
INDIA	name	corporate	generic_business	0.93
FRANCE	name	ambition	distinctive	0.93
FRANCE	name	mouche	distinctive	0.93
INDIA	addr	bunglow	unit_or_building	0.93
INDIA	addr	landmark	distinctive	0.93
US	name	fry	distinctive	0.93
FRANCE	name	sm	distinctive	0.93
FRANCE	name	xa	distinctive	0.93
US	name	suisse	place	0.93
US	name	hunt	distinctive	0.93
INDIA	name	menejamenta	generic_business	0.93
INDIA	name	forex	generic_business	0.93
INDIA	name	sr	title	0.93
FRANCE	name	cine	generic_business	0.93
INDIA	addr	hno	unit_or_building	0.93
INDIA	addr	junagadh	city_or_town	0.93
INDIA	addr	shiva	distinctive	0.93
INDIA	name	fashion	generic_business	0.93
INDIA	name	phainans	generic_business	0.93
FRANCE	name	vibrations	distinctive	0.93
INDIA	name	kanstrakshan	generic_business	0.93
INDIA	addr	prestige	distinctive	0.93
INDIA	addr	chittoor	city_or_town	0.93
INDIA	name	parphekt	distinctive	0.93
FRANCE	name	ces	connector	0.93
INDIA	name	primiyaar	distinctive	0.93
INDIA	name	unitech	distinctive	0.93
US	name	everett	distinctive	0.93
US	name	ball	distinctive	0.93
FRANCE	addr	doulon	distinctive	0.93
US	addr	happy	distinctive	0.93
FRANCE	name	ce	connector	0.93
FRANCE	name	etoiles	distinctive	0.93
INDIA	addr	safdarjung	distinctive	0.93
INDIA	addr	platinum	distinctive	0.93
US	addr	beacon	distinctive	0.93
FRANCE	addr	fleurus	distinctive	0.93
INDIA	name	nakoda	distinctive	0.93
FRANCE	name	actions	generic_business	0.93
US	addr	dove	distinctive	0.93
US	addr	hemlock	distinctive	0.93
INDIA	addr	ellisbridge	distinctive	0.93
US	addr	ross	distinctive	0.93
FRANCE	name	hb	distinctive	0.93
FRANCE	name	lepi	distinctive	0.93
FRANCE	name	abeilles	distinctive	0.93
INDIA	addr	pura	locality_word	0.93
INDIA	addr	hosur	city_or_town	0.93
FRANCE	addr	petit	distinctive	0.93
FRANCE	addr	eiders	distinctive	0.93
FRANCE	name	cattg	distinctive	0.93
INDIA	name	sj	distinctive	0.93
FRANCE	name	gn	distinctive	0.93
FRANCE	addr	forest	distinctive	0.93
INDIA	name	keyar	distinctive	0.93
INDIA	name	edu	generic_business	0.93
FRANCE	name	qn	distinctive	0.93
INDIA	name	jewels	generic_business	0.93
INDIA	addr	villas	unit_or_building	0.93
FRANCE	name	rw	distinctive	0.93
FRANCE	name	elite	distinctive	0.93
FRANCE	name	utilisateurs	generic_business	0.93
INDIA	name	bhirimiyar	distinctive	0.93
US	addr	hickory	distinctive	0.93
INDIA	addr	barakhamba	distinctive	0.93
FRANCE	name	to	connector	0.93
FRANCE	addr	antilles	distinctive	0.93
INDIA	addr	patiala	city_or_town	0.93
INDIA	addr	medak	city_or_town	0.93
FRANCE	name	uw	distinctive	0.93
INDIA	name	venchezhs	distinctive	0.93
INDIA	name	testing	generic_business	0.93
US	name	orange	distinctive	0.93
FRANCE	addr	biscarrosse	distinctive	0.93
US	addr	oakwood	distinctive	0.93
INDIA	addr	mangal	distinctive	0.93
FRANCE	addr	herons	distinctive	0.93
FRANCE	addr	argonne	distinctive	0.93
US	addr	colonie	locality_word	0.93
US	addr	luther	distinctive	0.93
FRANCE	name	renaissance	distinctive	0.93
INDIA	addr	begusarai	city_or_town	0.93
INDIA	addr	kurukshetra	city_or_town	0.93
US	addr	pearl	distinctive	0.93
FRANCE	addr	pressense	distinctive	0.93
FRANCE	addr	solariales	distinctive	0.93
INDIA	addr	aluva	city_or_town	0.93
US	addr	twin	distinctive	0.93
INDIA	addr	virar	city_or_town	0.93
FRANCE	addr	eglise	distinctive	0.93
FRANCE	name	consommation	generic_business	0.93
INDIA	addr	hiranandani	distinctive	0.93
FRANCE	name	hk	distinctive	0.93
FRANCE	addr	rochelles	distinctive	0.93
INDIA	name	professional	generic_business	0.93
INDIA	name	interior	generic_business	0.93
INDIA	addr	cabin	unit_or_building	0.93
US	name	dynamics	generic_business	0.93
INDIA	name	capital	generic_business	0.93
INDIA	name	engineers	generic_business	0.93
INDIA	name	bijanes	distinctive	0.93
US	addr	fern	distinctive	0.93
US	addr	gillette	distinctive	0.93
US	name	upper	place	0.93
US	name	lower	place	0.93
FRANCE	name	musee	generic_business	0.93
US	name	commission	generic_business	0.93
FRANCE	name	xv	distinctive	0.93
INDIA	name	arban	distinctive	0.93
US	name	book	generic_business	0.93
FRANCE	addr	foret	distinctive	0.93
US	name	peace	distinctive	0.93
INDIA	addr	gandhidham	city_or_town	0.93
FRANCE	name	ipag	distinctive	0.93
INDIA	addr	vihar	locality_word	0.93
US	name	day	distinctive	0.93
INDIA	addr	grand	distinctive	0.93
US	addr	allen	distinctive	0.93
US	name	venture	generic_business	0.93
FRANCE	name	blues	distinctive	0.93
FRANCE	name	dactivites	generic_business	0.93
US	name	commodity	generic_business	0.93
US	name	gill	distinctive	0.93
INDIA	name	bijines	generic_business	0.93
INDIA	name	paramount	distinctive	0.93
FRANCE	name	pic	distinctive	0.93
INDIA	name	rich	distinctive	0.93
INDIA	name	keyaar	distinctive	0.93
US	name	coalition	generic_business	0.93
INDIA	addr	office	unit_or_building	0.93
FRANCE	name	amour	distinctive	0.93
FRANCE	name	acces	generic_business	0.93
FRANCE	addr	roche	distinctive	0.93
FRANCE	name	ih	distinctive	0.93
INDIA	addr	newdelhi	city_or_town	0.93
FRANCE	addr	clion	distinctive	0.93
US	addr	kings	distinctive	0.93
INDIA	name	isdharn	distinctive	0.93
US	addr	rose	distinctive	0.93
FRANCE	addr	vigne	distinctive	0.93
INDIA	name	kanasaltin	distinctive	0.93
US	addr	parkview	distinctive	0.93
FRANCE	name	horizon	distinctive	0.93
US	name	midtown	place	0.93
US	name	eastgate	place	0.93
US	name	biopharmaceuticals	generic_business	0.93
FRANCE	name	relais	generic_business	0.93
FRANCE	name	sportif	generic_business	0.93
US	addr	walton	distinctive	0.93
INDIA	name	dhegh	distinctive	0.93
FRANCE	addr	nouvelle	distinctive	0.93
US	name	community	generic_business	0.93
INDIA	name	evergreen	distinctive	0.93
FRANCE	addr	grand	distinctive	0.93
FRANCE	name	kl	distinctive	0.93
FRANCE	name	jk	distinctive	0.93
US	name	social	generic_business	0.93
US	addr	woodside	distinctive	0.93
INDIA	name	apt	generic_business	0.93
FRANCE	name	notre	connector	0.93
INDIA	name	ms	title	0.93
INDIA	name	indhasdhris	distinctive	0.93
FRANCE	addr	sainte	distinctive	0.93
FRANCE	name	night	distinctive	0.93
FRANCE	addr	belge	distinctive	0.93
INDIA	name	impex	generic_business	0.93
INDIA	name	maa	distinctive	0.93
US	addr	lakeview	distinctive	0.93
INDIA	name	dream	distinctive	0.93
INDIA	name	castle	distinctive	0.93
FRANCE	name	aa	distinctive	0.93
INDIA	name	info	generic_business	0.93
FRANCE	name	dirty	distinctive	0.93
FRANCE	name	bx	distinctive	0.93
US	name	machinists	generic_business	0.93
US	name	lawrence	distinctive	0.93
US	name	chenghe	distinctive	0.93
US	addr	hubbard	distinctive	0.93
FRANCE	name	retraites	generic_business	0.93
INDIA	name	infraprojects	generic_business	0.93
FRANCE	addr	merignac	city_or_town	0.93
FRANCE	name	syndicat	generic_business	0.93
US	name	piedmont	place	0.93
US	name	gulf	place	0.93
US	name	fuel	generic_business	0.93
INDIA	addr	mandir	distinctive	0.93
FRANCE	addr	ste	distinctive	0.93
FRANCE	name	ste	legal_form	0.93
FRANCE	name	demployeurs	generic_business	0.93
INDIA	name	aero	generic_business	0.93
FRANCE	addr	bruyeres	distinctive	0.93
US	name	rexford	distinctive	0.93
INDIA	name	paper	generic_business	0.93
FRANCE	name	xe	distinctive	0.93
INDIA	name	white	distinctive	0.93
INDIA	name	golden	distinctive	0.93
INDIA	name	sun	distinctive	0.93
FRANCE	name	vai	distinctive	0.93
FRANCE	name	blanche	distinctive	0.93
US	addr	antelope	distinctive	0.93
FRANCE	name	ze	distinctive	0.93
FRANCE	name	zumba	distinctive	0.93
US	name	arbor	distinctive	0.93
US	addr	peach	distinctive	0.93
US	addr	johnston	distinctive	0.93
INDIA	name	king	distinctive	0.93
INDIA	name	music	generic_business	0.93
INDIA	name	apartments	generic_business	0.93
US	name	cascade	distinctive	0.92
FRANCE	addr	seau	distinctive	0.92
US	name	delta	distinctive	0.92
FRANCE	name	agri	generic_business	0.92
INDIA	addr	dr	street_type	0.92
FRANCE	name	vert	distinctive	0.92
FRANCE	addr	poilus	distinctive	0.92
FRANCE	name	sk	distinctive	0.92
US	addr	wild	distinctive	0.92
US	name	welfare	generic_business	0.92
INDIA	addr	azamgarh	city_or_town	0.92
FRANCE	name	droit	generic_business	0.92
FRANCE	name	btp	generic_business	0.92
FRANCE	name	ville	place	0.92
INDIA	addr	pillar	distinctive	0.92
INDIA	name	bambe	distinctive	0.92
US	addr	redwood	distinctive	0.92
FRANCE	name	ii	distinctive	0.92
INDIA	addr	opera	distinctive	0.92
US	name	textile	generic_business	0.92
US	name	regency	distinctive	0.92
INDIA	addr	krishna	distinctive	0.92
FRANCE	addr	molle	distinctive	0.92
INDIA	addr	chambers	unit_or_building	0.92
INDIA	name	ak	distinctive	0.92
FRANCE	name	tam	distinctive	0.92
INDIA	name	internet	generic_business	0.92
FRANCE	name	mediateurs	generic_business	0.92
FRANCE	name	bouilleurs	generic_business	0.92
US	addr	winding	distinctive	0.92
FRANCE	name	esprit	distinctive	0.92
INDIA	name	kp	distinctive	0.92
INDIA	addr	nanak	distinctive	0.92
INDIA	addr	ekta	distinctive	0.92
INDIA	name	shares	generic_business	0.92
FRANCE	addr	chaux	distinctive	0.92
FRANCE	name	silence	distinctive	0.92
US	name	doubleline	distinctive	0.92
US	name	onfolio	distinctive	0.92
US	name	gores	distinctive	0.92
US	name	opendoor	distinctive	0.92
FRANCE	name	dorganisation	generic_business	0.92
INDIA	name	az	distinctive	0.92
INDIA	name	cables	generic_business	0.92
FRANCE	name	mode	generic_business	0.92
INDIA	addr	iiird	unit_or_building	0.92
FRANCE	name	los	distinctive	0.92
US	name	compass	distinctive	0.92
FRANCE	name	qd	distinctive	0.92
INDIA	addr	up	state_or_region	0.92
US	name	authority	generic_business	0.92
FRANCE	addr	champailler	distinctive	0.92
INDIA	name	event	generic_business	0.92
INDIA	addr	navsari	city_or_town	0.92
INDIA	name	agritech	generic_business	0.92
FRANCE	name	techniciens	generic_business	0.92
FRANCE	addr	brix	distinctive	0.92
FRANCE	name	rc	legal_form	0.92
INDIA	name	vv	distinctive	0.92
FRANCE	name	cyclotourisme	generic_business	0.92
US	addr	greene	distinctive	0.92
FRANCE	name	loree	distinctive	0.92
INDIA	addr	hapur	city_or_town	0.92
US	addr	lenoir	distinctive	0.92
US	name	bond	distinctive	0.92
INDIA	addr	global	distinctive	0.92
FRANCE	addr	baudry	distinctive	0.92
US	name	thornton	distinctive	0.92
US	name	richmond	place	0.92
US	name	tinto	distinctive	0.92
US	name	osisko	distinctive	0.92
FRANCE	name	attitude	distinctive	0.92
FRANCE	name	primaire	generic_business	0.92
FRANCE	name	az	distinctive	0.92
INDIA	addr	ga	street_type	0.92
FRANCE	addr	maraichers	distinctive	0.92
US	addr	vacaville	city_or_town	0.92
FRANCE	addr	coins	distinctive	0.92
US	addr	tower	unit_or_building	0.92
INDIA	addr	cuddapah	city_or_town	0.92
US	name	castro	distinctive	0.92
FRANCE	name	quercy	place	0.92
US	name	lu	distinctive	0.92
FRANCE	addr	gris	distinctive	0.92
INDIA	addr	om	distinctive	0.92
INDIA	addr	malapuram	city_or_town	0.92
US	name	btc	distinctive	0.92
US	name	summers	distinctive	0.92
US	name	nasdaq	distinctive	0.92
FRANCE	addr	dame	distinctive	0.92
US	addr	memorial	distinctive	0.92
US	name	consumer	generic_business	0.92
FRANCE	name	in	connector	0.92
FRANCE	name	jeux	generic_business	0.92
US	addr	briar	distinctive	0.92
INDIA	name	ra	distinctive	0.92
INDIA	name	waste	generic_business	0.92
FRANCE	name	eanm	distinctive	0.92
US	name	nexus	distinctive	0.92
INDIA	name	svr	distinctive	0.92
FRANCE	name	leveil	distinctive	0.92
INDIA	name	farmers	generic_business	0.92
INDIA	name	besta	distinctive	0.92
FRANCE	addr	pin	distinctive	0.92
INDIA	name	mother	distinctive	0.92
INDIA	addr	miraj	city_or_town	0.92
INDIA	addr	osmanabad	city_or_town	0.92
INDIA	addr	kalyani	distinctive	0.92
FRANCE	name	dispositif	generic_business	0.92
US	name	quest	distinctive	0.92
FRANCE	name	employes	generic_business	0.92
FRANCE	name	roses	distinctive	0.92
FRANCE	name	livres	generic_business	0.92
INDIA	addr	hyd	city_or_town	0.92
INDIA	name	lubricants	generic_business	0.92
FRANCE	addr	trois	distinctive	0.92
INDIA	name	ghuru	distinctive	0.92
INDIA	name	nartha	distinctive	0.92
INDIA	name	chemical	generic_business	0.92
INDIA	name	kanastrakashanas	distinctive	0.92
US	addr	western	direction_or_connector	0.92
US	name	chesapeake	place	0.92
INDIA	addr	jay	distinctive	0.92
US	addr	desert	distinctive	0.92
INDIA	name	study	generic_business	0.92
US	name	telefonica	distinctive	0.92
US	addr	spruce	distinctive	0.92
US	addr	seneca	distinctive	0.92
FRANCE	addr	terrasson	distinctive	0.92
FRANCE	name	omnisport	generic_business	0.92
US	addr	sweet	distinctive	0.92
US	addr	turner	distinctive	0.92
FRANCE	name	doigts	distinctive	0.92
FRANCE	name	psycho	generic_business	0.92
FRANCE	name	collectionneurs	generic_business	0.92
FRANCE	addr	marais	distinctive	0.92
FRANCE	name	pied	distinctive	0.92
FRANCE	name	swing	distinctive	0.92
INDIA	name	association	generic_business	0.92
INDIA	addr	kalbadevi	distinctive	0.92
US	addr	rogers	distinctive	0.92
INDIA	name	ayagro	distinctive	0.92
INDIA	name	eghsbhordhs	distinctive	0.92
INDIA	addr	ji	distinctive	0.92
FRANCE	name	cycle	generic_business	0.92
US	name	combs	distinctive	0.92
INDIA	name	infraventures	generic_business	0.92
US	name	alphabet	distinctive	0.92
FRANCE	name	belote	distinctive	0.92
US	addr	fm	street_type	0.92
US	name	permian	place	0.92
US	name	slate	distinctive	0.92
FRANCE	addr	anglais	distinctive	0.92
FRANCE	addr	sables	distinctive	0.92
US	addr	broken	distinctive	0.92
FRANCE	addr	lavoirs	distinctive	0.92
FRANCE	name	chretienne	distinctive	0.92
FRANCE	name	rj	distinctive	0.92
INDIA	addr	classic	distinctive	0.92
FRANCE	addr	bourdonnaye	distinctive	0.92
INDIA	name	generation	generic_business	0.92
US	name	society	generic_business	0.92
INDIA	name	innovetiv	distinctive	0.92
US	name	hutchinson	distinctive	0.92
FRANCE	name	passeurs	generic_business	0.92
INDIA	addr	mansion	unit_or_building	0.92
INDIA	name	electric	generic_business	0.92
FRANCE	name	fy	distinctive	0.92
FRANCE	name	lhss	distinctive	0.92
FRANCE	addr	professeur	distinctive	0.92
US	name	catalyst	distinctive	0.92
FRANCE	name	racines	distinctive	0.92
US	addr	castle	distinctive	0.92
INDIA	addr	orchid	distinctive	0.92
US	addr	duck	distinctive	0.92
US	addr	forrest	distinctive	0.92
US	addr	vineyard	distinctive	0.92
US	addr	meadowbrook	distinctive	0.92
INDIA	name	jhubhrin	distinctive	0.92
FRANCE	name	at	connector	0.92
INDIA	name	vhait	distinctive	0.92
INDIA	name	ola	distinctive	0.92
INDIA	name	maodarna	distinctive	0.92
INDIA	name	arts	generic_business	0.92
INDIA	addr	ambala	city_or_town	0.92
INDIA	addr	path	street_type	0.92
FRANCE	name	aides	generic_business	0.92
FRANCE	name	nk	distinctive	0.92
INDIA	name	redh	distinctive	0.92
FRANCE	name	little	distinctive	0.92
US	addr	chestnut	distinctive	0.92
US	addr	magnolia	distinctive	0.92
FRANCE	name	lj	distinctive	0.92
FRANCE	addr	masure	distinctive	0.92
FRANCE	addr	pile	distinctive	0.92
INDIA	name	midiyaa	distinctive	0.92
US	name	signature	distinctive	0.92
FRANCE	name	fx	distinctive	0.92
INDIA	addr	tirupati	city_or_town	0.92
FRANCE	name	bk	distinctive	0.92
US	addr	liberty	distinctive	0.92
US	addr	blue	distinctive	0.92
FRANCE	name	conservatoire	generic_business	0.92
INDIA	name	gravity	distinctive	0.92
FRANCE	name	ey	distinctive	0.92
INDIA	name	steels	generic_business	0.92
FRANCE	name	inovie	distinctive	0.92
INDIA	addr	tiruchirappalli	city_or_town	0.92
INDIA	name	pioneer	distinctive	0.92
FRANCE	name	valorisation	generic_business	0.92
FRANCE	name	vq	distinctive	0.92
FRANCE	addr	royale	distinctive	0.92
FRANCE	name	xl	distinctive	0.92
FRANCE	name	musicale	generic_business	0.92
US	name	orthopedic	generic_business	0.92
INDIA	name	ghanjhaldhandhs	distinctive	0.92
INDIA	addr	kachchh	state_or_region	0.92
INDIA	addr	bhilwara	city_or_town	0.92
FRANCE	name	remplacement	generic_business	0.92
FRANCE	name	trans	generic_business	0.92
FRANCE	name	info	generic_business	0.92
INDIA	addr	darjeeling	city_or_town	0.92
INDIA	name	dayanemik	distinctive	0.92
FRANCE	name	wi	distinctive	0.92
INDIA	addr	nanded	city_or_town	0.92
US	addr	white	distinctive	0.92
FRANCE	name	lx	distinctive	0.92
INDIA	name	fibres	generic_business	0.92
INDIA	name	eternal	distinctive	0.92
US	name	pinnacle	distinctive	0.92
FRANCE	name	espace	generic_business	0.92
FRANCE	addr	madagascar	distinctive	0.92
US	name	rare	distinctive	0.92
FRANCE	name	qr	distinctive	0.92
INDIA	name	renewable	generic_business	0.92
US	name	summit	distinctive	0.92
US	addr	gateway	distinctive	0.91
US	addr	waters	distinctive	0.91
US	addr	colton	distinctive	0.91
FRANCE	name	aeroclub	generic_business	0.91
INDIA	name	praivet	legal_form	0.91
FRANCE	name	re	connector	0.91
INDIA	name	nyu	distinctive	0.91
FRANCE	name	chat	distinctive	0.91
FRANCE	name	ptit	distinctive	0.91
FRANCE	addr	angleterre	distinctive	0.91
INDIA	name	forum	generic_business	0.91
FRANCE	name	nout	distinctive	0.91
FRANCE	name	echos	distinctive	0.91
US	addr	carmichael	distinctive	0.91
FRANCE	name	universitaire	generic_business	0.91
US	name	vehicle	generic_business	0.91
FRANCE	name	justice	distinctive	0.91
US	addr	austin	city_or_town	0.91
US	addr	green	distinctive	0.91
FRANCE	addr	buisine	distinctive	0.91
US	addr	indianapolis	city_or_town	0.91
FRANCE	name	votre	connector	0.91
FRANCE	addr	vert	distinctive	0.91
INDIA	addr	khammam	city_or_town	0.91
FRANCE	name	prod	generic_business	0.91
US	addr	cardinal	distinctive	0.91
FRANCE	addr	europe	distinctive	0.91
FRANCE	name	bw	distinctive	0.91
INDIA	name	kd	distinctive	0.91
US	name	fidelity	distinctive	0.91
US	name	mobile	generic_business	0.91
US	name	imperial	distinctive	0.91
INDIA	addr	dindigul	city_or_town	0.91
INDIA	addr	dilshad	distinctive	0.91
FRANCE	addr	ostende	distinctive	0.91
INDIA	addr	sonepat	city_or_town	0.91
FRANCE	name	rochefort	place	0.91
US	addr	bonney	distinctive	0.91
INDIA	name	renewables	generic_business	0.91
US	name	intl	generic_business	0.91
INDIA	addr	madhuban	distinctive	0.91
US	name	defense	generic_business	0.91
INDIA	name	jd	distinctive	0.91
US	name	international	generic_business	0.91
INDIA	name	your	connector	0.91
FRANCE	name	africaine	place	0.91
INDIA	addr	kollam	city_or_town	0.91
US	addr	heritage	distinctive	0.91
US	addr	gold	distinctive	0.91
INDIA	name	we	connector	0.91
FRANCE	name	reseau	generic_business	0.91
INDIA	addr	bhagalpur	city_or_town	0.91
US	name	security	generic_business	0.91
US	name	cure	generic_business	0.91
US	addr	freedom	distinctive	0.91
FRANCE	name	partenaires	generic_business	0.91
US	addr	run	street_type	0.91
FRANCE	addr	italie	distinctive	0.91
US	name	ultra	distinctive	0.91
US	name	keycorp	distinctive	0.91
US	addr	sunnyside	distinctive	0.91
US	addr	misty	distinctive	0.91
US	addr	battle	distinctive	0.91
FRANCE	name	bocage	distinctive	0.91
FRANCE	name	resonance	distinctive	0.91
FRANCE	addr	constantine	distinctive	0.91
FRANCE	name	region	place	0.91
FRANCE	name	uk	place	0.91
INDIA	name	township	place	0.91
FRANCE	name	plume	distinctive	0.91
INDIA	name	infradevelopers	generic_business	0.91
INDIA	addr	friends	distinctive	0.91
INDIA	name	agri	generic_business	0.91
INDIA	addr	level	unit_or_building	0.91
INDIA	name	supreme	distinctive	0.91
INDIA	name	madarn	distinctive	0.91
INDIA	name	kc	distinctive	0.91
FRANCE	name	urgence	generic_business	0.91
US	addr	clay	distinctive	0.91
INDIA	name	ideal	distinctive	0.91
INDIA	name	project	generic_business	0.91
FRANCE	addr	hopital	distinctive	0.91
US	name	pizza	generic_business	0.91
FRANCE	name	vieux	distinctive	0.91
FRANCE	name	ime	distinctive	0.91
INDIA	name	inn	generic_business	0.91
US	addr	lone	distinctive	0.91
INDIA	addr	castle	distinctive	0.91
INDIA	name	prajekts	generic_business	0.91
INDIA	addr	bahadurgarh	city_or_town	0.91
INDIA	name	karnal	place	0.91
US	addr	cruz	distinctive	0.91
US	name	autism	distinctive	0.91
INDIA	name	sk	distinctive	0.91
INDIA	name	pavar	distinctive	0.91
FRANCE	name	raid	distinctive	0.91
FRANCE	name	montreuil	place	0.91
INDIA	name	red	distinctive	0.91
INDIA	name	bharat	place	0.91
INDIA	name	harvest	distinctive	0.91
FRANCE	addr	siecle	distinctive	0.91
US	name	proshares	distinctive	0.91
US	name	may	distinctive	0.91
US	addr	des	direction_or_connector	0.91
FRANCE	name	sophrologie	generic_business	0.91
INDIA	addr	sbi	distinctive	0.91
FRANCE	addr	ratisbonne	distinctive	0.91
INDIA	addr	moradabad	city_or_town	0.91
US	addr	walnut	distinctive	0.91
US	addr	highland	distinctive	0.91
US	addr	grand	distinctive	0.91
FRANCE	name	sci	legal_form	0.91
US	name	dc	place	0.91
INDIA	addr	tiruppur	city_or_town	0.91
INDIA	addr	bathinda	city_or_town	0.91
FRANCE	addr	machy	distinctive	0.91
US	name	rain	distinctive	0.91
US	name	newbury	place	0.91
FRANCE	addr	cauderan	distinctive	0.91
FRANCE	addr	leffrinckoucke	distinctive	0.91
US	name	li	distinctive	0.91
FRANCE	name	ciel	distinctive	0.91
INDIA	name	oak	distinctive	0.91
INDIA	name	gee	distinctive	0.91
US	addr	elk	distinctive	0.91
US	addr	eagle	distinctive	0.91
FRANCE	name	cousins	distinctive	0.91
FRANCE	addr	guy	distinctive	0.91
FRANCE	name	laval	place	0.91
FRANCE	name	kv	distinctive	0.91
INDIA	name	digital	generic_business	0.91
US	name	gsr	distinctive	0.91
FRANCE	name	lenvol	distinctive	0.91
INDIA	name	pragati	distinctive	0.91
US	addr	trinity	distinctive	0.91
US	addr	emerald	distinctive	0.91
US	name	sun	distinctive	0.91
INDIA	addr	bulandshahr	city_or_town	0.91
INDIA	name	malwa	place	0.91
FRANCE	name	qi	distinctive	0.91
INDIA	name	net	generic_business	0.91
US	name	washington	place	0.91
US	name	federation	generic_business	0.91
US	addr	coon	distinctive	0.91
US	name	phoenix	place	0.91
US	name	cross	distinctive	0.91
US	name	gray	distinctive	0.91
INDIA	addr	kakinada	city_or_town	0.91
FRANCE	name	dance	generic_business	0.91
US	name	stock	generic_business	0.91
US	name	ligand	distinctive	0.91
INDIA	name	bright	distinctive	0.91
INDIA	name	shriram	distinctive	0.91
INDIA	name	aghro	distinctive	0.91
US	name	oncology	generic_business	0.91
FRANCE	name	team	generic_business	0.91
US	addr	brooks	distinctive	0.91
FRANCE	name	villeneuve	place	0.91
INDIA	addr	cts	unit_or_building	0.91
INDIA	name	excel	distinctive	0.91
INDIA	name	everest	distinctive	0.91
US	name	railway	generic_business	0.91
INDIA	addr	kurnool	city_or_town	0.91
INDIA	addr	fortune	distinctive	0.91
INDIA	name	spring	distinctive	0.91
US	addr	line	street_type	0.91
INDIA	name	wild	distinctive	0.91
INDIA	name	aroma	distinctive	0.91
US	addr	iron	distinctive	0.91
US	name	chain	generic_business	0.91
INDIA	name	ecom	generic_business	0.91
US	addr	crest	distinctive	0.91
INDIA	name	beauty	generic_business	0.91
FRANCE	name	smile	distinctive	0.91
US	name	residential	generic_business	0.91
FRANCE	name	quatre	distinctive	0.91
US	addr	sage	distinctive	0.91
FRANCE	addr	barre	distinctive	0.91
FRANCE	name	py	distinctive	0.91
INDIA	addr	sarkar	distinctive	0.91
INDIA	name	neo	distinctive	0.91
INDIA	addr	gwalior	city_or_town	0.91
INDIA	addr	panjab	state_or_region	0.91
INDIA	name	tax	generic_business	0.91
INDIA	name	vertex	distinctive	0.91
INDIA	name	swift	distinctive	0.91
INDIA	addr	bhavnagar	city_or_town	0.91
INDIA	name	shaikpet	place	0.91
FRANCE	name	convergence	generic_business	0.91
FRANCE	addr	phare	distinctive	0.91
FRANCE	addr	orangers	distinctive	0.91
INDIA	name	agrotech	generic_business	0.91
FRANCE	name	sw	distinctive	0.91
INDIA	addr	kantha	distinctive	0.91
FRANCE	name	mille	distinctive	0.91
US	name	marion	distinctive	0.91
INDIA	name	li	legal_form	0.91
INDIA	name	smile	distinctive	0.91
INDIA	addr	icon	distinctive	0.91
FRANCE	name	bf	distinctive	0.91
FRANCE	addr	cour	street_type	0.91
FRANCE	addr	canejan	distinctive	0.91
FRANCE	addr	fontaine	distinctive	0.91
US	name	booth	distinctive	0.91
FRANCE	addr	neuts	distinctive	0.91
INDIA	name	spices	generic_business	0.91
FRANCE	name	mn	distinctive	0.91
INDIA	name	petrochem	generic_business	0.91
FRANCE	name	post	generic_business	0.91
FRANCE	name	general	generic_business	0.91
FRANCE	name	tribu	distinctive	0.91
US	addr	lee	distinctive	0.91
FRANCE	addr	reine	distinctive	0.91
INDIA	addr	est	distinctive	0.91
INDIA	name	jb	distinctive	0.91
US	name	fellowship	generic_business	0.91
INDIA	name	edutech	generic_business	0.91
FRANCE	name	toujours	distinctive	0.91
INDIA	addr	stone	distinctive	0.91
INDIA	addr	golf	distinctive	0.91
US	addr	lincoln	distinctive	0.91
INDIA	name	post	generic_business	0.91
INDIA	addr	sahibabad	city_or_town	0.91
INDIA	name	phyuchar	distinctive	0.91
FRANCE	name	espoir	distinctive	0.91
US	addr	gig	distinctive	0.91
INDIA	name	multitrade	generic_business	0.91
FRANCE	addr	bordeaux	city_or_town	0.91
FRANCE	name	fort	distinctive	0.91
US	addr	polk	distinctive	0.91
INDIA	name	bhigh	distinctive	0.91
FRANCE	addr	lisle	distinctive	0.91
FRANCE	addr	medoc	distinctive	0.91
US	addr	alder	distinctive	0.91
FRANCE	name	prieure	distinctive	0.91
US	name	tri	distinctive	0.9
FRANCE	name	qc	distinctive	0.9
US	name	pediatric	generic_business	0.9
US	addr	joseph	distinctive	0.9
INDIA	name	fiyujhjhar	distinctive	0.9
INDIA	name	vasundhara	distinctive	0.9
US	addr	and	direction_or_connector	0.9
FRANCE	addr	foix	distinctive	0.9
FRANCE	name	radio	generic_business	0.9
US	addr	hunters	distinctive	0.9
FRANCE	name	vignerons	generic_business	0.9
FRANCE	name	latelier	generic_business	0.9
US	name	oriental	place	0.9
INDIA	addr	above	direction_or_connector	0.9
US	addr	woodbridge	distinctive	0.9
INDIA	name	luxe	distinctive	0.9
INDIA	name	petroleum	generic_business	0.9
FRANCE	name	vers	connector	0.9
US	addr	georgia	state_or_region	0.9
US	name	arroyo	distinctive	0.9
INDIA	addr	ngr	locality_word	0.9
FRANCE	addr	grande	distinctive	0.9
INDIA	name	hp	distinctive	0.9
FRANCE	addr	nerac	distinctive	0.9
US	name	clay	distinctive	0.9
